ra,mag,decrad,con
1.265558,9.98,-0.028475516,Cetus
2.538104,9.64,0.916625962,Perseus
3.523464,9.5,-0.518184136,Sculptor
0.100942,9.62,0.709845044,Andromeda
2.649102,7.15,0.843693861,Perseus
1.094709,9.35,-0.231347383,Cetus
0.239287,10.66,0.683132945,Andromeda
1.653571,5.07,-0.020875904,Cetus
0.209306,9.06,0.68872186,Andromeda
0.541063,6.43,1.047920623,Camelopardalis
3.225792,8.94,0.153054449,Pisces
2.397707,8.4,-1.146513577,Hydrus
3.174235,9.15,0.308867002,Pisces
1.808379,5.26,-0.13265998,Eridanus
2.814024,9.33,0.680365474,Perseus
1.59055,9.31,-0.251726146,Cetus
3.591258,6.37,-0.447114068,Sculptor
1.94828,8.3,-0.21046273,Eridanus
3.267924,7.41,0.578662952,Pisces
1.066338,8.49,-0.388584947,Cetus
1.913984,9.4,-0.097517962,Eridanus
0.601848,9.91,1.019696237,Cassiopeia
1.695257,9.27,-0.872321637,Eridanus
2.536349,9.64,0.888325997,Perseus
3.676417,9.27,0.238812852,Taurus
1.175987,7.25,-0.054857876,Cetus
1.604809,11.92,-0.154101629,Cetus
1.466849,8.56,-0.170218963,Cetus
1.674159,9.45,-0.952216503,Eridanus
3.353784,6.34,0.15290427,Pisces
2.620216,8.42,0.682646201,Perseus
2.649874,9.79,0.587579548,Perseus
3.02673,8.35,-0.726883845,Phoenix
2.409583,9.05,-1.154347418,Hydrus
3.171507,10.5,0.18594387,Pisces
2.864689,8.88,-0.866167472,Phoenix
1.757302,9.58,-0.156842632,Eridanus
0.848913,9.77,1.180392077,Cassiopeia
3.894081,8.76,-1.253194858,Tucana
1.799509,9.88,-0.122257652,Eridanus
1.15234,10.74,-0.330682672,Cetus
0.453505,9.44,0.209052729,Aries
1.806753,9.51,-0.792978977,Eridanus
1.614738,12.19,0.112876435,Cetus
2.375337,8.72,-1.080972558,Hydrus
0.604814,6.43,1.064653851,Cassiopeia
0.231397,8.49,0.870368312,Andromeda
3.709741,9.43,0.09494472,Taurus
3.416839,8.85,-1.166116305,Reticulum
1.414761,8.45,-0.38529035,Cetus
0.321547,7.81,0.26774675,Aries
0.359748,8.8,0.366621651,Aries
0.938137,9.72,1.055221098,Cassiopeia
0.845852,9.73,1.20648885,Cassiopeia
3.399891,8.43,-1.134232392,Reticulum
3.222876,7.16,0.326229586,Pisces
3.327058,8.68,0.483545369,Pisces
0.058756,8.68,0.761792345,Andromeda
3.375445,8.35,0.073662775,Pisces
1.333725,8.96,-0.009262527,Cetus
2.449755,10.96,-1.265445594,Hydrus
0.561374,10.08,1.293648001,Camelopardalis
1.558996,9.1,-0.11006116,Cetus
0.609081,7.63,1.077340364,Cassiopeia
1.7946,9.81,-0.131114116,Eridanus
1.749754,8.16,-0.353367328,Eridanus
0.346828,7.75,0.195310738,Aries
0.152834,8.42,0.613623897,Andromeda
2.881155,9.15,-0.754041375,Phoenix
1.163724,5.57,-0.37912901,Cetus
3.177748,8.45,0.118884837,Pisces
3.787995,7.82,0.646942281,Triangulum
3.106917,11.79,0.346630404,Pisces
0.794744,9.23,0.928396703,Cassiopeia
0.221754,8.41,0.872660044,Andromeda
2.279619,7.67,-1.044044125,Horologium
0.319202,6.77,0.185249711,Aries
0.642566,10.4,1.105534883,Cassiopeia
3.340776,9.32,0.434403272,Pisces
1.359967,8.43,-0.338655267,Cetus
2.986868,7.31,-0.936131189,Phoenix
1.727409,7.66,-0.742326878,Eridanus
2.893577,5.67,-0.841508933,Phoenix
1.712275,9.47,-0.721932355,Eridanus
2.154555,6.97,-0.565427672,Fornax
1.824095,8.3,-0.349284208,Eridanus
2.446013,8.49,-1.316573164,Hydrus
3.032313,9.17,-0.841681123,Phoenix
3.404506,7.98,-1.129391794,Reticulum
1.549337,11.74,0.059038168,Cetus
2.890572,6.26,-0.881964774,Phoenix
2.553167,6.82,0.987550494,Perseus
0.006611,7.45,0.733448825,Andromeda
3.027338,8.78,-0.874396347,Phoenix
3.789051,6.51,0.526881523,Triangulum
0.032672,8.9,0.643333119,Andromeda
0.277061,9.58,0.731809866,Andromeda
0.042619,9.16,0.463725082,Andromeda
3.727901,6.73,0.41623826,Taurus
2.312799,10.24,-0.872562247,Horologium
2.568564,9.41,1.007275485,Perseus
2.849625,7.81,-0.821365444,Phoenix
3.067557,8.08,-0.78787068,Phoenix
1.997072,8.8,-0.475521769,Fornax
2.188837,7.22,-0.623931262,Fornax
1.366554,9.68,-0.188009028,Cetus
2.79587,8.51,0.561346911,Perseus
2.277539,8.36,-0.863133016,Horologium
1.572658,9.84,-0.104761006,Cetus
3.438148,10.24,-0.534124373,Sculptor
1.828177,8.27,-0.251564197,Eridanus
3.434507,8.94,-0.544002545,Sculptor
1.379988,8.73,-0.117227665,Cetus
0.996237,6.35,1.343044035,Cepheus
2.583956,9.2,1.023577551,Perseus
0.200541,8.79,0.67682801,Andromeda
3.705263,7.9,0.503689668,Taurus
3.477895,8.68,-0.541701667,Sculptor
1.571279,6.83,-0.351194041,Cetus
0.286716,7.95,0.801610285,Andromeda
3.773841,9.83,0.537279903,Triangulum
1.647718,8.94,-0.017520199,Cetus
2.489324,9.19,-1.440033963,Hydrus
0.681254,8.49,1.30053634,Cassiopeia
2.429753,8.84,-1.268634959,Hydrus
3.378381,4.61,0.055633007,Pisces
2.532064,10.41,0.355740517,Pegasus
2.859985,10.11,-0.753788312,Phoenix
3.338393,9.09,0.440142773,Pisces
1.239395,9.81,-0.40845206,Cetus
0.438073,7.96,0.526769154,Aries
3.093188,7.44,0.072136074,Pisces
2.89723,7.88,-0.927082588,Phoenix
0.292417,6.78,0.651526804,Andromeda
1.21652,6.47,-0.283887807,Cetus
2.375843,7.65,-1.161628843,Hydrus
2.210427,9.12,-0.618503612,Fornax
1.047855,12.14,-0.296664813,Cetus
2.858589,8.54,-0.845311891,Phoenix
3.73845,9.71,0.019772873,Taurus
2.818169,8.88,0.653520045,Perseus
2.480027,7.67,-1.467533658,Hydrus
2.72279,7.29,0.900910311,Perseus
1.73489,9.3,-0.314873105,Eridanus
2.38123,8.91,-1.104703858,Hydrus
2.733596,7.36,0.698896936,Perseus
0.334769,8.38,0.21260391,Aries
2.793734,8.89,0.643625518,Perseus
1.716971,9.98,-0.736043297,Eridanus
3.778148,3,0.610643527,Triangulum
2.753981,7.03,0.821409171,Perseus
1.054918,10.28,-0.384456448,Cetus
2.88607,7.11,-0.692012283,Phoenix
3.048267,10.63,-0.800096529,Phoenix
3.553742,9.32,-0.511149505,Sculptor
1.204394,7.07,-0.273716084,Cetus
2.499793,8.31,-1.498506467,Hydrus
0.648893,8.99,1.300164607,Cassiopeia
1.238852,7.96,-0.082424449,Cetus
1.538481,6.95,0.157190269,Cetus
2.090213,7.65,-0.534058477,Fornax
2.716298,8.6,0.993360885,Perseus
0.287725,9.37,0.685737644,Andromeda
0.962207,8.94,1.193158098,Cassiopeia
2.80732,7.66,0.791592983,Perseus
0.070733,9.66,0.650712461,Andromeda
3.622347,11.75,-0.488975633,Sculptor
0.252741,7.92,0.691594342,Andromeda
2.252669,7.68,-1.039670284,Horologium
0.403991,10.22,0.331508513,Aries
3.474299,8.79,-0.555872374,Sculptor
2.742028,8.63,0.681854027,Perseus
0.819947,8.19,1.078894654,Cassiopeia
0.636779,9.08,0.916577394,Cassiopeia
1.757467,8.49,-0.718215982,Eridanus
1.013793,9.67,1.398912764,Cepheus
2.902464,7.45,-0.693703666,Phoenix
2.727222,8.36,0.836617554,Perseus
0.958294,11.16,1.32273634,Cassiopeia
2.973613,9.04,-0.964157511,Phoenix
3.480281,8.46,-0.433685166,Sculptor
0.941666,7.52,1.335681632,Cassiopeia
2.297871,8.89,-0.843595524,Horologium
2.897534,9.64,-0.933406479,Phoenix
3.823047,7.62,-1.021456847,Tucana
2.815495,6.97,0.915981971,Perseus
0.224458,9.63,0.873696264,Andromeda
2.273041,8.38,-0.860927248,Horologium
1.855935,4.86,-0.392893127,Eridanus
0.690747,5.86,1.268408987,Cassiopeia
1.525216,9.45,-0.242249235,Cetus
1.861255,9.69,-0.130590289,Eridanus
3.461776,8.8,-0.581619025,Sculptor
1.508851,10.47,0.031976689,Cetus
0.552037,8.75,1.025355484,Camelopardalis
2.284191,8.81,-1.131369449,Horologium
3.589209,7.46,-0.642858687,Sculptor
1.984856,4.64,-0.429564449,Eridanus
3.335207,8.68,0.340202175,Pisces
3.1963,8.12,0.140427996,Pisces
3.391006,6.62,-1.124757922,Reticulum
1.734086,9.15,-0.171199402,Eridanus
2.724146,8.42,0.675735346,Perseus
2.880809,8.08,-0.95187988,Phoenix
3.167367,8.1,0.264238897,Pisces
1.221895,8.68,-0.40458037,Cetus
2.165195,8.35,-0.669847778,Fornax
1.78933,10.22,-0.026920848,Eridanus
1.985762,6.68,-0.403818102,Eridanus
1.917593,8.59,-0.713790851,Eridanus
0.502793,7.77,0.30544948,Aries
2.437621,9.05,-1.313152276,Hydrus
1.608313,8.53,-0.034240307,Cetus
0.923001,7.58,1.027814608,Cassiopeia
2.982931,7.4,-0.909417609,Phoenix
3.23156,7.21,0.459010956,Pisces
2.085315,10.82,-0.522165606,Fornax
0.94806,9.07,1.040686536,Cassiopeia
3.509045,9.38,-0.571616295,Sculptor
1.671308,9.3,-0.93453054,Eridanus
0.007771,9.08,0.598148071,Andromeda
3.283759,9.97,0.427637898,Pisces
0.029686,9.55,0.546456756,Andromeda
3.413604,9.45,-0.947596264,Reticulum
3.689962,8.23,0.258184896,Taurus
2.094858,6.52,-0.534658606,Fornax
0.084311,8.23,0.51680914,Andromeda
1.040631,8.35,1.466751903,Cepheus
1.83024,9.61,-0.224606096,Eridanus
2.77306,10.29,0.595920996,Perseus
1.530508,9.33,-0.087739227,Cetus
0.07504,8.63,0.739758574,Andromeda
0.346361,6.63,0.314673139,Aries
0.153196,9.1,0.653643957,Andromeda
3.775979,9.25,0.604966577,Triangulum
1.354972,7.45,-0.312218585,Cetus
0.317442,8.47,0.247444241,Aries
2.366093,7.93,-1.177849565,Hydrus
1.07628,8.44,-0.210141842,Cetus
0.376316,8.52,0.357571951,Aries
0.30575,10.01,0.683635436,Andromeda
0.76245,7.55,1.134623214,Cassiopeia
2.671565,8.58,0.59189158,Perseus
3.566666,7.74,-0.650484654,Sculptor
3.605963,9.13,-0.650949458,Sculptor
3.129248,8.98,0.163167048,Pisces
3.773755,8.73,0.542215663,Triangulum
0.357986,9.11,0.295278518,Aries
1.119669,8.53,-0.100230465,Cetus
3.080597,8.26,0.15337621,Pisces
1.350988,8.37,0.028420532,Cetus
2.646943,9.58,0.951850183,Perseus
0.561023,7.18,0.99697011,Camelopardalis
2.181342,7.88,-0.534381592,Fornax
2.555719,7.92,1.009978992,Perseus
0.297567,7.11,0.875820396,Andromeda
3.889532,8.53,-1.296383748,Tucana
1.29155,5.92,-0.120683515,Cetus
1.059334,8.43,-0.119401655,Cetus
0.479398,8.69,0.320190531,Aries
3.419888,8.94,-1.016170766,Reticulum
2.000084,8.79,-0.459806582,Fornax
3.094022,8.44,0.185633964,Pisces
2.332259,8.7,-0.874129095,Horologium
3.414354,7.32,-0.950817393,Reticulum
3.402814,9.24,-1.043907945,Reticulum
3.248104,6.93,0.14591021,Pisces
1.976674,8.23,-0.028418992,Eridanus
1.944729,7.2,-0.167604104,Eridanus
0.525946,9.1,1.177339137,Camelopardalis
0.520475,8.6,1.132856346,Camelopardalis
2.219702,9.11,-0.474461753,Fornax
1.923985,8.76,-0.103350803,Eridanus
0.796637,8.84,1.077032047,Cassiopeia
1.084294,8.74,-0.237912149,Cetus
3.161673,6.39,0.233370358,Pisces
1.835489,8.65,-0.050741063,Eridanus
0.823782,5.28,1.27478918,Cassiopeia
1.191071,7.07,-0.430402218,Cetus
2.506938,9.61,0.486708281,Pegasus
2.674187,6.48,0.835113512,Perseus
1.334209,9.49,-0.047445668,Cetus
3.634791,10.6,0.08707977,Taurus
1.396224,8.81,-0.1924896,Cetus
0.662201,7.6,0.963864233,Cassiopeia
0.879254,8.54,1.160894241,Cassiopeia
3.336661,9.73,0.125101112,Pisces
1.052749,7.6,-0.188119918,Cetus
0.71591,8.47,1.229645671,Cassiopeia
3.022969,8.62,-0.786020181,Phoenix
2.363093,8.71,-1.144333809,Hydrus
2.61425,9.14,0.822535096,Perseus
1.912,8.64,-0.158139963,Eridanus
3.207014,8.13,0.350461158,Pisces
1.776472,8.6,-0.09340965,Eridanus
0.708618,4.8,1.066814525,Cassiopeia
1.588438,8.57,-0.154780332,Cetus
0.584132,11.67,0.876763906,Cassiopeia
1.344601,9.19,-0.012840166,Cetus
0.874734,8.99,1.233422349,Cassiopeia
2.642601,8.89,0.869181965,Perseus
3.624832,9.15,0.004270043,Taurus
3.16409,8.44,0.365737189,Pisces
3.771145,5.5,0.580917745,Triangulum
3.356615,4.45,0.095776918,Pisces
0.657204,6.89,0.855580296,Cassiopeia
3.651867,8.42,0.352128621,Taurus
0.474027,7.85,0.267643224,Aries
1.829084,7.22,-0.194169445,Eridanus
0.280482,7,0.778416349,Andromeda
1.086987,7.57,-0.416095015,Cetus
0.150791,9.07,0.747399855,Andromeda
2.597113,8.84,0.982934606,Perseus
2.322089,8.52,-0.886969184,Horologium
2.265387,8.35,-0.917336212,Horologium
0.292503,7.27,0.667156079,Andromeda
1.311591,8.96,-0.245625989,Cetus
1.271322,8.12,0.02010295,Cetus
1.563487,10.14,-0.164355824,Cetus
2.547713,8.3,0.846758554,Perseus
1.342296,8.82,-0.18859639,Cetus
2.994767,8.53,-1.003228315,Phoenix
1.531452,8.73,-0.247966127,Cetus
2.167865,8.75,-0.619500631,Fornax
3.575938,9.04,-0.621480703,Sculptor
1.357299,8.4,-0.215033913,Cetus
2.373282,8.9,-1.269542838,Hydrus
0.952994,7.23,1.052650283,Cassiopeia
1.576125,5.65,-0.059274431,Cetus
1.576016,9.82,0.060783763,Cetus
3.278997,7.67,0.121408158,Pisces
2.947405,9.67,-0.904455004,Phoenix
1.829106,9.32,-0.236836048,Eridanus
1.120683,9.68,-0.426193384,Cetus
2.07013,9.62,-0.645989701,Fornax
1.309157,9.51,-0.229605468,Cetus
2.569592,8.48,0.995465642,Perseus
2.168865,10.95,-0.573258969,Fornax
0.429336,7.95,0.541975108,Aries
0.84623,8.16,1.180883096,Cassiopeia
0.269286,8.62,0.670334818,Andromeda
0.276122,9.24,0.686397978,Andromeda
1.472759,9.08,-0.0209688,Cetus
0.821154,6.49,1.129914935,Cassiopeia
0.350314,5.68,0.340345096,Aries
1.001948,9.18,1.185827616,Cepheus
1.378641,8.23,-0.248405853,Cetus
2.270226,8.77,-0.906763342,Horologium
3.458978,9.53,-0.584151852,Sculptor
0.201693,7.25,0.676613946,Andromeda
0.042366,9.09,0.655155437,Andromeda
2.468792,8.22,-1.276412964,Hydrus
0.015718,7.12,0.547879113,Andromeda
1.832652,9.93,-0.099608895,Eridanus
3.711057,8.39,0.218309827,Taurus
1.018344,9.29,1.355776891,Cepheus
1.686941,9.23,-0.848717718,Eridanus
0.20921,9.03,0.695279299,Andromeda
3.089458,8.59,0.001256591,Pisces
0.920592,7.93,1.195020524,Cassiopeia
3.828782,9.46,-1.032047467,Tucana
2.236212,7.45,-1.014725817,Horologium
2.864412,9.51,-0.689263911,Phoenix
2.496147,8.27,-1.484137867,Hydrus
2.479235,8.19,-1.345472972,Hydrus
1.315998,8.94,-0.308947801,Cetus
1.579468,9.93,-0.326670437,Cetus
0.508235,10.9,0.300894231,Aries
1.595807,10.04,-0.337635267,Cetus
0.08949,9.94,0.491526689,Andromeda
1.52487,9.14,-0.399996445,Cetus
2.537434,9.33,0.926869096,Perseus
0.635626,8.41,1.313235927,Cassiopeia
1.647207,8.1,0.05659668,Cetus
2.300635,5.71,-1.000449762,Horologium
1.69364,6.45,-0.957866172,Eridanus
1.934331,8.29,-0.092290657,Eridanus
0.328749,8.96,0.288640233,Aries
2.595624,6.76,0.96792643,Perseus
1.235327,5.71,-0.170790072,Cetus
2.703739,8.57,0.982704015,Perseus
1.043654,9.07,-0.25290666,Cetus
2.582366,6.65,0.997791326,Perseus
0.389484,9.06,0.347450464,Aries
1.865994,9.59,-0.123395184,Eridanus
2.562131,8.94,0.970821804,Perseus
1.600791,10.81,-0.000404975,Cetus
1.037954,9.18,1.432854638,Cepheus
3.613981,8.57,-0.553551856,Sculptor
0.594886,8.29,0.978363954,Cassiopeia
0.241118,8.89,0.666645426,Andromeda
2.973014,7.26,-0.690104695,Phoenix
0.226113,7.19,0.657437232,Andromeda
1.461778,9.07,-0.37624895,Cetus
2.053236,8.85,-0.427255459,Fornax
2.254559,8.89,-0.976964499,Horologium
1.162559,7.17,-0.04052418,Cetus
1.45786,9.76,-0.080374852,Cetus
2.144931,11.45,-0.508400245,Fornax
1.354627,8.91,-0.316363648,Cetus
1.739556,8.98,-0.056312418,Eridanus
0.248173,6.77,0.727707348,Andromeda
1.819543,9.28,-0.742003544,Eridanus
3.201463,7.99,0.547938582,Pisces
1.515124,8.56,-0.316994439,Cetus
2.659786,8.65,0.677216425,Perseus
2.598075,8.77,1.019368155,Perseus
2.648566,7.89,0.891493475,Perseus
3.33651,8.77,0.281528111,Pisces
0.428309,8.51,0.300369941,Aries
1.865341,10.49,-0.756460951,Eridanus
0.947341,9.62,1.117840833,Cassiopeia
1.445351,7.99,-0.372584733,Cetus
1.916151,10.17,-0.311982738,Eridanus
3.127725,8.96,0.031826029,Pisces
0.806538,6.15,1.153629254,Cassiopeia
2.453392,8.14,-1.264617523,Hydrus
1.564431,6.83,-0.062144227,Cetus
2.21388,8.37,-0.584724915,Fornax
3.293677,4.74,0.475847589,Pisces
3.699346,8.7,0.362120965,Taurus
0.817209,8.57,1.072967279,Cassiopeia
2.993651,7.03,-0.761008197,Phoenix
0.885493,7.63,1.116106438,Cassiopeia
2.947695,8.93,-0.705682287,Phoenix
0.644122,8.71,1.203569849,Cassiopeia
0.355887,7.12,0.242923189,Aries
0.703203,8.1,0.986141946,Cassiopeia
2.403363,6.09,-1.153078964,Hydrus
1.923461,8.15,-0.650525928,Eridanus
1.036412,7.06,1.446944557,Cepheus
3.2474,8.47,0.284735414,Pisces
0.126312,8.92,0.386209084,Andromeda
1.585052,4.83,-0.20720821,Cetus
3.465362,9.14,-0.644668374,Sculptor
0.54203,7.33,1.104586111,Camelopardalis
0.348498,8.84,0.38414203,Aries
3.836339,7.55,-1.182376147,Tucana
2.275438,8.96,-0.964005481,Horologium
1.915497,9.67,-0.232453502,Eridanus
0.647306,8.47,0.942011763,Cassiopeia
1.680649,9.76,-0.915511527,Eridanus
0.474604,10.54,0.211526499,Aries
1.965692,9.51,-0.014679631,Eridanus
2.648391,8.46,0.66321417,Perseus
2.942584,9.21,-0.754800924,Phoenix
1.384059,10.34,-0.163201998,Cetus
3.629289,7.91,0.276222353,Taurus
3.513239,9.86,-0.445480749,Sculptor
1.194079,10.36,-0.392305776,Cetus
3.518018,8.9,-0.44322564,Sculptor
2.24631,7.98,-1.061805713,Horologium
2.277399,8.53,-1.090100687,Horologium
3.327105,8.94,0.526226672,Pisces
0.449311,6.55,0.50900903,Aries
2.832413,7.31,-0.710182746,Phoenix
1.972619,7.74,-0.209362192,Eridanus
1.725838,9.38,-0.865246725,Eridanus
0.295999,8.02,0.786394915,Andromeda
2.19834,8.6,-0.467528003,Fornax
2.19842,8.43,-0.501764307,Fornax
0.316808,7.98,0.217169453,Aries
0.500504,11.22,0.199943759,Aries
3.142791,9.91,0.262352049,Pisces
3.873544,9.42,-1.072583804,Tucana
3.777764,8.28,0.62264165,Triangulum
2.043153,11.83,-0.614472411,Fornax
1.512462,10.47,0.104691424,Cetus
3.495157,10.11,-0.48195702,Sculptor
1.163205,7.73,-0.163126853,Cetus
2.736523,9.43,0.735187243,Perseus
0.893628,7.63,1.100294352,Cassiopeia
1.675461,0.45,-0.998969869,Eridanus
3.167764,8.55,0.28822058,Pisces
1.732251,7.53,-0.08650662,Eridanus
3.477432,10.13,-0.448558181,Sculptor
2.764934,8.81,0.912599761,Perseus
2.900271,6.88,-0.740564824,Phoenix
2.44192,7.68,-1.174217449,Hydrus
3.770355,6.57,0.495677239,Triangulum
0.788864,9.34,1.2287952,Cassiopeia
3.513993,9.01,-0.640090894,Sculptor
2.229444,9.52,-1.155564744,Horologium
2.220951,9.69,-0.435111688,Fornax
2.935376,8.49,-0.891041974,Phoenix
0.731243,8.91,0.93939291,Cassiopeia
3.778278,8.19,0.568094372,Triangulum
3.617056,10.22,-0.480958185,Sculptor
0.48976,8.12,0.319461802,Aries
0.281944,7.69,0.75952709,Andromeda
1.309227,9.15,-0.345922127,Cetus
2.463484,8.53,-1.230120684,Hydrus
3.705519,10.09,0.134261382,Taurus
1.451251,10.38,-0.320175103,Cetus
2.509532,8.15,0.271024177,Pegasus
1.075067,7.15,-0.233942253,Cetus
2.613263,9.85,0.854564226,Perseus
3.051152,7.3,-0.792604695,Phoenix
1.015684,9.04,1.445985516,Cepheus
0.648072,11.11,1.091025593,Cassiopeia
3.014501,8.39,-0.750526762,Phoenix
2.609055,8.68,0.910215493,Perseus
1.137477,6.49,-0.288270378,Cetus
2.563503,7.7,0.848585898,Perseus
0.413979,8.95,0.254852786,Aries
2.237103,9.17,-0.991243444,Horologium
3.421184,8.34,-1.102419299,Reticulum
1.831541,9.77,-0.127538961,Eridanus
3.114419,10.88,0.178072146,Pisces
1.616578,9.03,0.066619004,Cetus
1.001025,11.31,1.347207284,Cepheus
3.729894,8.8,0.519146956,Taurus
2.151366,9.06,-0.532351411,Fornax
0.496627,9.4,0.541585018,Aries
1.634726,7.38,0.020179116,Cetus
1.369235,5.37,-0.100064946,Cetus
1.902176,3.72,-0.165077816,Eridanus
2.673996,7.93,0.740305438,Perseus
2.572931,6.38,1.006104533,Perseus
1.178697,9.17,-0.207167147,Cetus
0.666683,7.72,1.103528638,Cassiopeia
3.581838,8.98,-0.656238722,Sculptor
2.624402,6.92,0.970639523,Perseus
1.916296,9.62,-0.668209542,Eridanus
0.024839,9.33,0.627115683,Andromeda
0.821431,7.99,1.034962694,Cassiopeia
3.348214,8.08,0.243094483,Pisces
3.319536,8.62,0.293002789,Pisces
1.815725,9.05,-0.027905038,Eridanus
1.64165,9.68,0.17991644,Cetus
0.338038,5.64,0.452659366,Aries
2.815022,5.65,0.784837141,Perseus
1.315668,6.85,-0.332013724,Cetus
1.468884,9.19,0.140259832,Cetus
0.20441,8.57,0.738756852,Andromeda
3.047149,8.66,-0.725068792,Phoenix
3.00866,10.48,-0.720046879,Phoenix
2.47651,8.3,-1.435797374,Hydrus
3.083647,8.3,0.092292935,Pisces
0.748496,6.63,1.237986471,Cassiopeia
0.057037,7.02,0.620226298,Andromeda
1.298405,8.26,-0.342825343,Cetus
3.183299,10.74,0.066111141,Pisces
3.11633,8.62,0.221567563,Pisces
3.01175,9.73,-0.696415623,Phoenix
1.238438,8.76,-0.297817003,Cetus
3.506797,8.69,-0.655887463,Sculptor
2.001702,9.63,-0.546811098,Fornax
2.094794,11.24,-0.671370829,Fornax
3.161187,8.85,0.329744252,Pisces
1.739668,6.47,-0.392450372,Eridanus
0.203871,9.43,0.830687147,Andromeda
1.080548,9.68,-0.390803717,Cetus
1.882237,6.73,-0.76542961,Eridanus
3.496015,8.01,-0.563489146,Sculptor
3.720108,8.51,0.261374237,Taurus
1.035457,5.92,1.421932126,Cepheus
1.03525,8.68,1.367932373,Cepheus
3.045076,4.82,-0.827029105,Phoenix
1.234347,9.48,-0.18450598,Cetus
2.260522,7.19,-1.094744107,Horologium
3.678802,6.18,0.288619602,Taurus
1.341683,7.63,-0.31055489,Cetus
1.949251,7.95,-0.188086538,Eridanus
2.22521,8.8,-0.939434566,Horologium
3.176496,9.75,0.08395793,Pisces
0.964573,8.32,1.149579944,Cassiopeia
2.471018,8.48,-1.280986732,Hydrus
2.332938,9.24,-0.781427861,Horologium
0.044611,7.27,0.456234183,Andromeda
3.294273,8.07,0.211984141,Pisces
0.37222,8.03,0.445277567,Aries
3.065763,7.79,-0.818989911,Phoenix
3.460585,10.51,-0.640185276,Sculptor
2.371777,8.6,-1.321156328,Hydrus
1.42779,10.41,-0.394252446,Cetus
0.580873,6.24,1.110736607,Cassiopeia
1.025723,7.74,1.40894553,Cepheus
1.746292,7.74,-0.808906683,Eridanus
3.603254,8.34,-0.49984558,Sculptor
0.332049,8.32,0.223547909,Aries
0.288544,8.06,0.667254515,Andromeda
2.778659,9.08,0.807674387,Perseus
1.894665,8.59,-0.299634011,Eridanus
2.597003,7.6,1.020358694,Perseus
0.620251,8.2,1.040133469,Cassiopeia
1.563099,10.09,-0.344415914,Cetus
1.536929,7.13,-0.367182251,Cetus
2.731127,7.96,0.577326746,Perseus
3.030718,5.49,-0.886910972,Phoenix
0.390999,8.9,0.243642363,Aries
0.862387,8.99,1.105040408,Cassiopeia
3.191559,10.57,0.35016096,Pisces
3.215482,7.86,0.132847997,Pisces
3.306497,9.26,0.057853039,Pisces
2.00215,6.92,-0.434407396,Fornax
3.264835,9.06,0.227577023,Pisces
0.827751,9.21,1.135838573,Cassiopeia
1.040674,7.32,1.361609343,Cepheus
0.057749,11,0.473467421,Andromeda
1.851916,10.5,-0.025730241,Eridanus
0.951638,9.2,1.063961322,Cassiopeia
1.811487,9.34,-0.766269238,Eridanus
3.844077,9.57,-1.043986748,Tucana
3.772254,7.74,0.588143479,Triangulum
3.104219,8.41,0.097533751,Pisces
3.581647,9.21,-0.457135829,Sculptor
2.482359,8.65,-1.379891914,Hydrus
1.853765,9.05,-0.307967826,Eridanus
2.697959,8.15,0.922938355,Perseus
1.649069,11.82,0.103127507,Cetus
0.146984,11.82,0.792496802,Andromeda
0.738436,7.39,0.927475316,Cassiopeia
3.390292,8.15,-1.058292421,Reticulum
0.502413,8.35,0.353903313,Aries
2.691356,8.82,0.686313465,Perseus
3.471464,8.74,-0.578882522,Sculptor
3.837449,10.41,-1.281024798,Tucana
0.831819,7.86,1.115106436,Cassiopeia
0.596572,8.24,0.864752252,Cassiopeia
0.39392,8.44,0.221430846,Aries
0.815758,8.57,1.219994314,Cassiopeia
2.828497,9.03,0.721426524,Perseus
1.306274,8.93,-0.424820109,Cetus
2.366438,8.48,-1.068527237,Hydrus
3.503856,7.77,-0.446730857,Sculptor
0.614243,6.8,1.080002677,Cassiopeia
2.609868,9.04,0.796859862,Perseus
3.304215,7.43,0.160354327,Pisces
2.687256,7.91,0.646570012,Perseus
0.87343,8.95,1.220749817,Cassiopeia
3.631105,7.65,0.103592878,Taurus
2.64994,7.92,0.729666209,Perseus
0.112946,8.67,0.527283025,Andromeda
2.074054,7.34,-0.420693493,Fornax
1.99475,7.43,-0.646504254,Fornax
0.452158,8.96,0.264496165,Aries
3.334384,9.04,0.413567623,Pisces
2.088968,8.31,-0.631100731,Fornax
1.894332,8.03,-0.09826507,Eridanus
1.725783,7.82,-0.822557473,Eridanus
1.352417,8.71,-0.386351874,Cetus
1.939879,8.32,-0.370659946,Eridanus
0.253762,7.09,0.817555962,Andromeda
2.861542,8.69,-0.81362411,Phoenix
3.218896,10.04,0.383000822,Pisces
2.864689,8.03,-0.812872133,Phoenix
3.548648,9.78,-0.44689152,Sculptor
1.965431,7.02,-0.122434485,Eridanus
0.543082,9.48,0.952011782,Camelopardalis
1.554537,8.02,0.002331325,Cetus
1.282329,10.29,-0.411405575,Cetus
2.888594,10.05,-0.774736231,Phoenix
1.45043,6.97,0.104478954,Cetus
3.761951,9.6,0.595305375,Triangulum
3.246772,8.15,0.231304157,Pisces
2.532802,9.17,0.362203892,Pegasus
2.790069,4.97,0.592801539,Perseus
1.049058,9.18,-0.339255225,Cetus
1.253378,7.15,-0.084603456,Cetus
2.595058,9.04,0.895715655,Perseus
