id,ra,dec,mag,x,y,z,rarad,decrad,con
17241,3.700524,18.205709,10.17,140.455653,204.424259,81.574302,0.968794799,0.317749573,Tau
17242,3.700544,-21.237251,8.32,87.971925,128.038966,-60.371785,0.968800059,-0.370659946,Eri
17243,3.700683,54.920768,9.25,51.820692,75.428461,130.311823,0.968836589,0.958548236,Cam
17244,3.700816,58.748542,8.75,29375.74307,42761.52956,85489.8667,0.968871321,1.025355484,Cam
17245,3.700974,-84.083485,7.67,9.353101,13.616185,-159.402738,0.968912851,-1.467533658,Men
17246,3.701148,-17.145915,7.7,48.260199,70.264286,-26.298509,0.968958409,-0.299252675,Eri
17247,3.701312,22.858564,9.17,68.19134,99.292054,50.778796,0.969001115,0.398957204,Tau
17248,3.701547,-23.247079,8.72,84.847258,123.560681,-64.387754,0.969062698,-0.405738076,Eri
17249,3.701794,16.956028,8.91,54141.36169,78855.48468,29163.77017,0.969127376,0.295938522,Tau
17250,3.701846,-30.258192,8.6,76.270941,111.08991,-78.611131,0.969141021,-0.528105073,For
17251,3.702296,62.285387,9.2,122.984574,179.174195,413.679908,0.969258892,1.087085075,Cam
17252,3.702379,-49.426766,8.29,71.330903,103.925779,-147.204465,0.96928048,-0.8626598,Hor
17253,3.702543,-34.421098,8.94,356.319713,519.188616,-431.504431,0.969323567,-0.600761499,For
17254,3.702594,63.216806,5.06,40.601814,59.161914,142.152405,0.969336744,1.103341404,Cam
17255,3.702655,-40.049418,8.92,210.261856,306.389067,-312.353446,0.969352754,-0.698994209,Eri
17256,3.702743,-45.957888,6.5,15.860923,23.113256,-28.985294,0.96937579,-0.80211647,Hor
17257,3.702788,28.306945,8.06,107.823722,157.130039,102.639588,0.969387608,0.494049389,Tau
17258,3.703434,14.792905,8.23,374.6001,546.097625,174.880842,0.969556706,0.258184896,Tau
17259,3.703521,10.739793,10.74,84.716182,123.506549,28.406857,0.969579518,0.18744475,Tau
17260,3.703752,-49.151549,7.63,72.111922,105.144684,-147.454647,0.969640011,-0.857856366,Hor
17261,3.703823,-15.963274,7.88,258.938673,377.567201,-130.962457,0.96965862,-0.278611696,Eri
17262,3.704139,-31.938361,4.99,124.650555,181.78943,-137.404463,0.969741448,-0.557429561,For
17263,3.704422,22.786456,7.4,27.774246,40.512172,20.633931,0.96981533,0.397698689,Tau
17264,3.704877,31.167911,9.73,89.417245,130.459388,95.66505,0.969934456,0.543982674,Per
17265,3.704907,45.437307,8.3,65.139239,95.0395,116.992287,0.969942371,0.793030607,Per
17266,3.705066,37.267362,9.24,173.701308,253.456432,233.797373,0.969983916,0.650438179,Per
17267,3.705263,19.700254,5.68,87.964321,128.367463,55.718898,0.970035684,0.34383429,Tau
17268,3.705519,-32.109189,8.81,37.549634,54.80454,-41.68899,0.970102566,-0.560411075,For
17269,3.705725,-44.568839,9.47,120.548285,175.963603,-210.109495,0.97015641,-0.77787299,Hor
17270,3.705731,7.552168,7.71,114.3401,166.901798,26.822208,0.970158139,0.131810189,Tau
17271,3.706291,33.965026,4.97,151.663187,221.451739,180.804876,0.970304603,0.592801539,Per
17272,3.706336,-50.795785,7.35,77.305908,112.881344,-167.726825,0.970316368,-0.886553693,Hor
17273,3.706407,-55.456306,8.94,71.197211,103.965806,-183.043094,0.970335158,-0.967895137,Ret
17274,3.706665,21.473491,9.85,72.317912,105.617593,50.353612,0.970402752,0.37478312,Tau
17275,3.706673,22.421138,10.4,63.150817,92.229792,46.119891,0.970404758,0.391322688,Tau
17276,3.707149,15.815328,9.32,124.082169,181.266578,62.223208,0.970529424,0.276029549,Tau
17277,3.707383,-80.020164,8.24,35.723677,52.194096,-359.441166,0.9705905,-1.396615329,Men
17278,3.707677,32.939234,6.77,30.111929,44.002342,34.545535,0.970667496,0.57489809,Per
17279,3.707934,-80.025471,10.21,9780.897275,14295.1857,-98488.48519,0.970734925,-1.396707957,Men
17280,3.708071,-67.280734,8.37,21808.22936,31875.24025,-92240.82714,0.97077063,-1.174270324,Hyi
17281,3.70817,35.639142,9.55,124.023328,181.284573,157.480643,0.97079676,0.622020377,Per
17282,3.708266,26.57218,8.13,171.180222,250.22726,151.635703,0.970821718,0.463772034,Tau
17283,3.708297,20.14999,8.42,72.610553,106.142181,47.188891,0.97082977,0.351683665,Tau
17284,3.708685,35.532744,9.11,24.501587,35.824364,30.995613,0.9709314,0.620163376,Per
17285,3.70896,-73.326073,9.09,27.876056,40.764751,-164.880024,0.971003448,-1.279781395,Hyi
17286,3.709084,-85.261964,6.4,7.128836,10.42577,-152.382875,0.971035895,-1.488101991,Oct
17287,3.709561,-64.195308,7.36,59.338092,86.802604,-217.459699,0.971160823,-1.120419491,Ret
17288,3.709583,4.139647,9.68,66.063929,96.642115,8.472727,0.971166462,0.072250469,Tau
17289,3.709741,6.986693,10.9,44.207766,64.67543,9.600539,0.971207945,0.121940802,Tau
17290,3.709714,2.800705,10.6,56363.44214,82457.79154,4886.205464,0.971200962,0.048881519,Tau
17291,3.709989,77.170394,7.88,20.917069,30.605535,162.777078,0.971272911,1.346877459,Cam
17292,3.710175,52.298838,7.72,68.324316,99.982127,156.67547,0.971321618,0.912786925,Per
17293,3.710246,5.698124,9.18,56140.56832,82156.29726,9928.716394,0.971340257,0.09945102,Tau
17294,3.710247,17.293495,7.07,13.28457,19.440674,7.330867,0.971340275,0.301828434,Tau
17295,3.710348,8.634604,7.05,70.337582,102.938152,18.932216,0.971366961,0.150702267,Tau
17296,3.711057,-20.545454,9.16,26.553203,38.875744,-17.644556,0.971552347,-0.35858582,Eri
17297,3.711236,-18.815965,8.85,53384.01474,78165.81367,-32252.94627,0.971599363,-0.328400545,Eri
17298,3.711432,21.281657,7.91,64.954367,95.117822,44.864395,0.971650719,0.37143499,Tau
17299,3.711563,51.173172,7.95,26.169713,38.3256,57.664639,0.971684808,0.893140336,Per
17300,3.711871,59.969391,5.74,178.596166,261.596972,547.948137,0.971765476,1.046663328,Cam
17301,3.711944,-51.286606,8.51,35.018022,51.294384,-77.486047,0.971784686,-0.895120134,Hor
17302,3.712104,-4.605525,7.71,105.832668,155.037669,-15.121475,0.971826515,-0.080381572,Eri
17303,3.712378,-18.713799,7.56,110.544443,161.965086,-66.426718,0.971898388,-0.326617409,Eri
17304,3.71241,-24.466325,9.2,13.513559,19.799855,-10.9076,0.971906573,-0.427017924,For
17305,3.71255,69.845651,6.98,60.317127,88.382865,291.542803,0.971943275,1.219036576,Cam
17306,3.712754,7.902952,7.74,71.211478,104.358096,17.537698,0.971996606,0.13793253,Tau
17307,3.712936,-2.360731,9.38,109.987029,161.198953,-8.045092,0.972044428,-0.041202528,Eri
17308,3.71365,-22.910401,8.15,211.840438,310.601816,-158.894367,0.972231384,-0.39986193,Eri
17309,3.713908,-37.313518,4.59,25.31594,37.123698,-34.247304,0.972298859,-0.651243751,Eri
17310,3.71397,-50.083908,8.7,105.395481,154.559416,-223.610785,0.972315184,-0.874129095,Hor
17311,3.714351,4.122415,8.44,125.97499,184.778132,16.118306,0.972414753,0.071949722,Tau
17312,3.714472,11.960406,8.48,66.471858,97.506531,24.998282,0.972446534,0.208748467,Tau
17313,3.7147,-16.07588,9.11,69.031321,101.273985,-35.320169,0.972506303,-0.280577036,Eri
17314,3.715213,56.405157,8.14,31.761713,46.610388,84.910404,0.972640588,0.984455708,Cam
17315,3.715353,49.182537,8.62,153.359987,225.072903,315.331637,0.972677234,0.85839721,Per
17316,3.715416,47.787551,3.01,59.860731,87.855481,117.192812,0.972693515,0.834050111,Per
17317,3.715452,50.1861,9.06,39.103064,57.391284,83.311108,0.972703148,0.875912676,Per
17318,3.715902,-8.855909,9.24,82.408709,120.981346,-22.807412,0.972820902,-0.154564779,Eri
17319,3.716745,57.56557,8.34,197.282643,289.761055,551.637791,0.973041571,1.004708727,Cam
17320,3.717066,33.3246,9.31,62.112514,91.244911,72.573532,0.973125523,0.581623992,Per
17321,3.7179,-54.472089,8.56,108.963421,160.145522,-271.277484,0.973343956,-0.950717295,Ret
17322,3.717976,-50.643077,6.97,13.270954,19.505521,-28.765467,0.973363863,-0.883888445,Hor
17323,3.718389,-12.894336,10.87,16.395021,24.102657,-6.673256,0.973472008,-0.225048615,Eri
17324,3.718551,-63.448478,8.74,132.311949,194.532502,-470.806727,0.973514258,-1.107384843,Ret
17325,3.7186,-25.975823,8.46,65.74424,96.663581,-56.956021,0.973527207,-0.453363639,For
17326,3.718648,-37.04381,7.67,61.405556,90.286763,-82.411148,0.973539729,-0.64653646,Eri
17327,3.718687,40.993788,7.97,37.663143,55.378753,58.205579,0.973550001,0.715476582,Per
17328,3.719206,-61.508663,7.45,56.465322,83.049068,-185.029302,0.973685741,-1.073528693,Ret
17329,3.719268,34.820099,10.62,46157.19771,67890.24218,57100.15863,0.973701958,0.607725373,Per
17330,3.719344,-32.529292,7.77,130.225681,191.5506,-147.728231,0.973722087,-0.567743245,For
17331,3.719452,-31.019275,7.07,118.089097,173.709304,-126.305471,0.973750365,-0.54138848,For
17332,3.720022,73.399833,8.61,21.101025,31.050176,125.929227,0.973899386,1.281068758,Cam
17333,3.720074,1.52053,10.11,176.688532,260.000042,8.344384,0.973912965,0.026538255,Tau
17334,3.720108,-52.247532,7.96,99.457185,146.355753,-228.515342,0.973922075,-0.911891453,Hor
17335,3.720744,-0.077914,9.25,120.584065,177.50846,-0.291815,0.97408859,-0.001359856,Eri
17336,3.720806,-9.763395,3.52,5.006502,7.370189,-1.533131,0.974104802,-0.170403382,Eri
17337,3.721695,12.793943,9.11,304.316879,448.216526,123.025234,0.9743376,0.223296425,Tau
17338,3.721851,8.508244,9.66,179.773798,264.805005,47.880813,0.974378236,0.148496867,Tau
17339,3.722718,-11.712223,8.81,54980.4159,81025.1772,-20299.61893,0.974605242,-0.204416853,Eri
17340,3.72278,-54.293267,9.45,36.250134,53.424032,-89.824687,0.97462142,-0.947596264,Ret
17341,3.722885,-2.069629,7.14,83.124742,122.513314,-5.35022,0.974649119,-0.036121848,Eri
17342,3.72321,49.598565,9.8,199.921658,294.708309,418.418684,0.974734155,0.865658261,Per
17343,3.723265,0.945995,9.82,70.33833,103.690222,2.06892,0.974748369,0.016510732,Tau
17344,3.723299,51.34463,8.94,35065.05227,51692.60437,78091.72019,0.974757337,0.896132854,Per
17345,3.723336,34.116255,7.51,270.204317,398.341555,326.08959,0.974767132,0.595440981,Per
17346,3.723514,-74.008612,7.53,17.592747,25.938232,-109.363226,0.974813673,-1.291693955,Hyi
17347,3.723525,0.44513,8.48,58.105904,85.670213,0.804234,0.974816651,0.007768978,Tau
17348,3.724101,-39.623039,9.52,325.010736,479.345122,-479.499071,0.974967462,-0.691552487,Eri
17349,3.724411,-33.50227,8.37,52.396889,77.291567,-61.810762,0.975048475,-0.584724915,For
17350,3.725013,83.360209,8.1,25.537774,37.684415,391.060132,0.975206163,1.454910108,Cep
17351,3.725143,-59.014361,9.52,29.43928,43.444441,-87.390048,0.975240068,-1.029994902,Ret
17352,3.725154,-61.626185,7.48,53.316892,78.681337,-175.973169,0.975243075,-1.075579831,Ret
17353,3.726065,-10.485661,5.59,23.394423,34.541695,-7.721256,0.975481518,-0.183009301,Eri
17354,3.726765,-2.077839,7.29,198.669878,293.450429,-12.857158,0.97566475,-0.036265138,Eri
17355,3.727237,-47.16895,9.69,70.697585,104.45357,-136.059689,0.97578836,-0.823253486,Hor
17356,3.727551,-61.269807,10.61,11.899193,17.583914,-38.732012,0.975870466,-1.069359861,Ret
17357,3.727901,-4.848024,9.23,78.202579,115.585188,-11.83656,0.975962291,-0.08461398,Eri
17358,3.728112,-36.889301,9.43,44.72516,66.11277,-59.907275,0.97601732,-0.643839768,Eri
17359,3.728204,23.64915,7.93,67.71116,100.095724,52.92018,0.976041471,0.412755539,Tau
17360,3.728503,-72.609114,8.51,42.935919,63.481633,-244.689135,0.976119839,-1.267268113,Hyi
17361,3.728665,25.080709,7.52,63.982944,94.609035,53.454552,0.976162328,0.437740953,Tau
17362,3.729124,-29.532026,10.34,77.849438,115.142574,-78.739609,0.97628235,-0.515431093,For
17363,3.729235,16.667261,10.83,8.954618,13.245097,4.786689,0.976311361,0.290898576,Tau
17364,3.729344,-9.603008,7.2,94.073378,139.155776,-28.419175,0.976339857,-0.167604104,Eri
17365,3.72945,26.381124,7.35,93.777897,138.727001,83.054112,0.976367744,0.460437474,Tau
17366,3.72978,19.665032,6.13,66.244607,98.014944,42.27668,0.976454191,0.343219559,Tau
17367,3.729894,42.603359,7.48,17.857323,26.423537,29.32947,0.976484019,0.743568886,Per
17368,3.729846,53.527618,9.28,136.976848,202.677127,330.923217,0.976471358,0.934233168,Cam
17369,3.729954,-41.370314,9.66,112.052946,165.808766,-176.24619,0.97649966,-0.722048192,Eri
17370,3.731177,37.978215,8.23,25.266329,37.41328,35.24411,0.976819931,0.662844891,Per
17371,3.731216,16.022059,8.58,81.62565,120.870435,41.882773,0.976830072,0.279637676,Tau
17372,3.731266,16.67202,9.99,9.49558,14.061364,5.081392,0.976843214,0.290981645,Tau
17373,3.731606,-31.44063,8.32,92.881773,137.568764,-101.48146,0.976932205,-0.548742521,For
17374,3.731859,-4.279518,9.04,253.614982,375.686757,-33.919206,0.976998348,-0.074691675,Eri
17375,3.731888,-7.882526,7.64,188.510127,279.2498,-46.647082,0.977006045,-0.137576039,Eri
17376,3.731947,60.410375,10.43,14.679429,21.746422,46.205365,0.977021524,1.054359946,Cam
17377,3.731945,-52.04681,9.45,157.122629,232.761488,-360.051812,0.977020826,-0.908388194,Hor
17378,3.732037,-19.110899,7.1,7.373935,10.924326,-4.566838,0.977044935,-0.333548118,Eri
17379,3.732422,18.896135,9.9,73.099902,108.319332,44.731144,0.977145868,0.329799772,Tau
17380,3.732749,-28.628642,7.25,70.134165,103.943867,-68.447223,0.977231356,-0.49966407,For
17381,3.732767,29.682997,8.05,148.146939,219.566571,150.975967,0.977235986,0.518066029,Tau
17382,3.733034,38.373763,7.66,196.612503,291.440766,278.380733,0.97730605,0.669748513,Per
17383,3.733189,34.188761,10.18,46258.51681,68575.47676,56192.11342,0.977346536,0.596706453,Per
17384,3.733355,14.620438,8.61,90.030174,133.476873,41.999102,0.977390106,0.255174777,Tau
17385,3.733482,52.468775,9.37,117.86755,174.760468,274.40192,0.97742324,0.915752877,Per
17386,3.733812,38.374886,8.26,50.149533,74.369892,71.030319,0.977509716,0.669768111,Per
17387,3.734091,-34.058025,9.54,406.262003,602.566147,-491.256332,0.977582762,-0.594424675,For
17388,3.73418,36.877026,8.89,98.494569,146.094136,132.180502,0.977606155,0.643625518,Per
17389,3.73419,64.614114,8.96,46.716058,69.292914,176.109366,0.977608571,1.127729026,Cam
17390,3.734226,-0.792016,10.71,73.642393,109.23438,-1.821193,0.977618023,-0.013823292,Eri
17391,3.734377,-56.621888,8.81,110.222727,163.508635,-299.303945,0.977657683,-0.988238381,Ret
17392,3.734936,44.884699,7.52,184.166308,273.28508,328.224424,0.977803948,0.783385773,Per
17393,3.734975,5.055562,9.34,104.243902,154.691318,16.5022,0.97781418,0.08823621,Tau
17394,3.735104,-40.660289,6.45,41.076047,60.958727,-63.136993,0.977847963,-0.709655919,Eri
17395,3.735119,48.523656,6.06,115.657084,171.64168,234.134055,0.977851794,0.846897558,Per
17396,3.735232,-1.971798,8.34,55844.99547,82882.43282,-3440.757486,0.977881363,-0.034414368,Eri
17397,3.735872,-38.281772,6.99,7.028771,10.43559,-9.930118,0.978049029,-0.668142972,Eri
17398,3.736593,-64.806903,3.84,7.098485,10.543736,-27.019807,0.978237756,-1.131093828,Ret
17399,3.736954,-41.279682,8.96,54.640831,81.174229,-85.903002,0.978332242,-0.720466373,Eri
17400,3.737018,-43.23621,8.12,366.494766,544.483201,-617.124025,0.978349128,-0.754614224,Eri
17401,3.737131,43.148944,9.08,56.034885,83.253533,94.071162,0.978378564,0.753091141,Per
17402,3.737176,9.696823,9.38,369.3833,548.823531,113.043434,0.978390483,0.169241492,Tau
17403,3.737896,-54.477824,7.32,34.68715,51.558734,-87.047157,0.978578925,-0.950817393,Ret
17404,3.73845,-66.696655,8.25,30.493891,45.340197,-126.854002,0.978723939,-1.164076238,Ret
17405,3.73851,-41.897688,7.48,358.096616,532.455324,-575.691847,0.978739501,-0.731252599,Eri
17406,3.738648,32.288248,3.84,162.113525,241.065988,183.56674,0.978775637,0.563536239,Per
17407,3.739332,-21.106433,8.18,363.960205,541.425427,-251.81927,0.978954868,-0.36837675,Eri
17408,3.74053,44.357197,8.63,139.406531,207.52098,244.450802,0.9792685,0.77417913,Per
17409,3.740788,-0.687237,10.49,49.735414,74.047093,-1.069961,0.979335975,-0.011994548,Eri
17410,3.741106,-44.772518,9.24,53.124501,79.107049,-94.536087,0.97941938,-0.781427861,Hor
17411,3.741167,20.928737,6.09,40.459375,60.249678,27.755028,0.979435316,0.365275361,Tau
17412,3.74122,-37.626707,9.37,225.268828,335.466925,-311.486951,0.97944905,-0.656709922,Eri
17413,3.741494,-12.058626,8.3,125.315098,186.646185,-48.025855,0.979520826,-0.21046273,Eri
17414,3.741703,47.564109,8.46,130.589291,194.524555,256.261371,0.979575462,0.830150301,Per
17415,3.741808,-1.163091,5.24,111.895161,166.687977,-4.075984,0.979603136,-0.020299771,Eri
17416,3.741923,34.973129,10.63,11.561683,17.22439,14.511262,0.979633039,0.610396251,Per
17417,3.741915,-3.49787,8.8,212.324657,316.314921,-23.28681,0.979631133,-0.061049356,Eri
17418,3.742062,36.460103,5.6,40.599476,60.488986,53.828271,0.979669666,0.636348844,Per
17419,3.742286,-20.475452,10.06,33.658391,50.153867,-22.55357,0.979728225,-0.357364055,Eri
17420,3.742424,-8.5868,8.26,126.952136,189.183897,-34.402653,0.97976421,-0.14986793,Eri
17421,3.74251,-25.167228,9.07,79.669016,118.728474,-67.181948,0.979786726,-0.439250998,For
17422,3.742744,-54.274027,6.29,24.79612,36.957911,-61.876671,0.979848167,-0.947260466,Ret
17423,3.74283,32.162809,8.51,71.676707,106.837066,80.900819,0.979870479,0.561346911,Per
17424,3.742876,17.747344,9.23,122.541953,182.658602,70.397268,0.979882686,0.309749583,Tau
17425,3.743085,35.855729,8.37,150.001904,223.616375,194.600088,0.979937454,0.625800534,Per
17426,3.743154,32.167938,9.67,11.390005,16.980388,12.859974,0.979955496,0.561436437,Per
17427,3.743292,11.137678,8.66,91.394386,136.262734,32.302215,0.979991564,0.19438915,Tau
17428,3.743663,27.897448,6.75,28.04698,41.824865,26.660444,0.980088639,0.486902323,Tau
17429,3.743672,76.917162,9.18,75.041746,111.906304,579.787988,0.980091096,1.342457724,Cam
17430,3.744322,10.177943,8.62,28.935785,43.166417,9.329774,0.980261095,0.177638614,Tau
17431,3.744511,1.938286,7.91,223.472279,333.411651,13.58354,0.980310598,0.033829467,Tau
17432,3.744638,29.822464,8.37,94.337611,140.758042,97.131671,0.980343829,0.520500193,Tau
17433,3.744697,46.099813,6.1,54.834534,81.81955,102.35078,0.980359411,0.804593525,Per
17434,3.744746,50.542924,7.55,58.867088,87.839118,128.469404,0.980372338,0.882140432,Per
17435,3.745045,-53.23314,9.65,82.676791,123.387888,-198.778622,0.980450411,-0.929093558,Ret
17436,3.745173,-10.776565,7.95,28.200313,42.089517,-9.643095,0.980484056,-0.188086538,Eri
17437,3.745289,-1.45048,10.22,55641.70394,83051.75089,-2531.295593,0.980514255,-0.02531566,Eri
17438,3.745519,13.989451,9.81,146.74952,219.069389,65.691091,0.980574529,0.244161977,Tau
17439,3.745792,20.748003,8.7,55.126726,82.306568,37.527377,0.980646144,0.362120965,Tau
17440,3.745831,27.921071,6.86,31.825395,47.517804,30.30795,0.980656256,0.487314622,Tau
17441,3.745953,-38.818026,7.51,19.260503,28.759336,-27.847578,0.980688112,-0.677502367,Eri
17442,3.74597,-13.467936,8.32,106.106858,158.438028,-45.666888,0.980692673,-0.235059828,Eri
17443,3.746124,-54.166276,8.28,226.211035,337.806336,-562.999531,0.980733017,-0.945379862,Ret
17444,3.746349,-70.02665,7.42,10.367981,15.484689,-51.27398,0.980791924,-1.222195606,Hyi
17445,3.746445,-45.926204,8.06,46.400888,69.304301,-86.144441,0.980816936,-0.801563466,Hor
17446,3.746511,-71.703479,8.95,19.129453,28.572536,-103.991712,0.980834368,-1.251461801,Hyi
17447,3.746726,24.28947,5.45,58.617318,87.564472,47.554545,0.980890615,0.423931227,Tau
17448,3.746731,40.938688,8.33,153.927273,229.942151,240.018719,0.980891767,0.714514898,Per
17449,3.746878,46.035844,7.72,9.996182,14.934075,18.632638,0.980930271,0.803477058,Per
17450,3.747203,-0.757388,8.97,45.772024,68.394217,-1.087945,0.981015523,-0.013218918,Eri
17451,3.747355,-48.061299,6.49,51.267808,76.612867,-102.601419,0.981055222,-0.838827904,Hor
17452,3.747373,-56.334532,7.83,108.554006,162.220911,-293.059307,0.98105996,-0.983223068,Ret
17453,3.747401,68.820693,8.3,71.758957,107.236886,333.019449,0.981067236,1.201147685,Cam
17454,3.747534,11.92,9.13,12.277382,18.348756,4.660484,0.98110209,0.208043253,Tau
17455,3.747565,23.268923,8.98,61.328616,91.658257,47.424653,0.981110344,0.406119312,Tau
17456,3.747572,30.135709,8.22,123.316816,184.303009,128.730748,0.981112165,0.52596734,Tau
17457,3.747927,24.113339,3.72,62.965631,94.124106,50.687766,0.981204912,0.420857162,Tau
17458,3.747935,-23.380534,7.51,96.843348,144.766872,-75.300952,0.981207132,-0.408067293,Eri
17459,3.747964,-56.658084,7.95,49.132428,73.447164,-134.309561,0.981214665,-0.988870117,Ret
17460,3.748009,9.30738,10.56,144.771415,216.421419,42.673061,0.981226404,0.162444423,Tau
17461,3.748058,19.830622,8.47,84.906222,126.931422,55.071559,0.981239346,0.346109644,Tau
17462,3.748159,82.673201,9.89,7090.217988,10600.19151,99183.4903,0.981265621,1.442919568,Cep
17463,3.748912,14.64002,10.69,91.611878,137.022363,43.057121,0.981462838,0.255516559,Tau
17464,3.749027,-0.29672,5.56,67.204053,100.522542,-0.626209,0.981493019,-0.005178742,Eri
17465,3.749099,-52.080921,8.1,100.454395,150.263921,-232.023342,0.981511841,-0.908983547,Hor
17466,3.749188,-21.583114,8.49,64.276202,96.151889,-45.752548,0.981535104,-0.376696402,Eri
17467,3.749486,-31.601018,8.89,172.10337,257.495905,-190.545849,0.981613121,-0.551541805,For
17468,3.749527,78.061043,8.31,90.51325,135.426316,770.368966,0.981623932,1.362422223,Cep
17469,3.7497,22.032454,9.49,48.271615,72.231319,35.157607,0.981669259,0.384538863,Tau
17470,3.749703,8.319569,9.1,65.295407,97.705056,17.184573,0.98167003,0.145203878,Tau
17471,3.749709,61.463709,7.66,44.092205,65.977643,145.932713,0.981671625,1.072744097,Cam
17472,3.750256,-38.859016,10.64,47.018855,70.379254,-68.196358,0.981814659,-0.678217767,Eri
17473,3.750433,-70.024101,7.57,9.930115,14.865093,-49.180323,0.981861163,-1.222151124,Hyi
17474,3.750542,-19.134867,8.74,97.903611,146.568142,-61.1554,0.981889642,-0.333966431,Eri
17475,3.750581,-51.316658,9.55,51.584011,77.226567,-115.989911,0.98189974,-0.89564465,Hor
17476,3.750689,-33.451777,9.08,46341.48853,69382.03499,-55123.49464,0.981928152,-0.583843645,For
17477,3.750754,2.621267,6.65,44.350538,66.403654,3.655781,0.98194518,0.045749745,Tau
17478,3.75077,6.636656,8.16,105.082091,157.335082,22.013839,0.9819492,0.11583149,Tau
17479,3.751191,-27.607357,8.69,344.115703,515.353415,-324.062817,0.982059605,-0.481839284,For
17480,3.751201,40.079518,7.51,89.076594,133.403345,134.979062,0.982062024,0.699519549,Per
17481,3.751973,74.542579,6.71,38.530474,57.729633,250.997111,0.982264108,1.301013434,Cam
17482,3.75226,-63.729187,7.36,42.579833,63.806899,-155.40934,0.982339472,-1.112284146,Ret
17483,3.752279,26.292505,11.49,47.081227,70.553137,41.906718,0.982344335,0.458890788,Tau
17484,3.752413,48.487333,7.99,289.665939,434.109161,589.613568,0.982379552,0.846263604,Per
17485,3.752705,24.83926,5.66,63.191931,94.71856,52.706888,0.982455863,0.433526869,Tau
17486,3.753188,-65.632736,9.46,89.426871,134.079076,-355.827946,0.982582397,-1.145507343,Ret
17487,3.753232,42.578549,3.77,69.722894,104.539005,115.460753,0.982593816,0.743135863,Per
17488,3.753341,-16.410459,8.88,53223.98147,79806.33849,-28251.65717,0.9826223,-0.286416544,Eri
17489,3.75347,24.467278,4.3,63.361504,95.01397,51.966577,0.982656248,0.427034552,Tau
17490,3.75352,-51.259868,7.8,78.906818,118.328374,-177.270951,0.982669272,-0.894653477,Hor
17491,3.754056,48.195227,7.95,72.785698,109.182289,146.736304,0.982809687,0.841165387,Per
17492,3.75441,-47.359476,5.72,38.891383,58.350797,-76.150952,0.982902341,-0.82657879,Hor
17493,3.754447,-60.909589,10.88,11.852219,17.783181,-38.411109,0.982911959,-1.063072868,Ret
17494,3.754602,37.405749,10.36,88.63642,133.000418,122.224429,0.982952613,0.652853473,Per
17495,3.754872,-16.489172,9.86,53170.41026,79795.296,-28383.41435,0.983023217,-0.287790348,Eri
17496,3.754875,4.437933,8.1,308.85256,463.509968,43.228557,0.983023901,0.077456546,Tau
17497,3.755603,-20.524006,7.44,76.913005,115.474731,-51.940695,0.983214469,-0.358211482,Eri
17498,3.755841,60.35094,8.02,22.926792,34.426046,72.664821,0.98327699,1.05332261,Cam
17499,3.756283,49.861726,8.04,94.763239,142.329571,202.782753,0.983392484,0.870251287,Per
17500,3.756434,-32.637332,8.46,46666.61245,70096.86936,-53931.95887,0.98343219,-0.569628908,For
17501,3.756586,-71.658132,6.26,24.982582,37.529144,-135.987974,0.983471821,-1.250670342,Hyi
17502,3.756697,-27.862479,8.21,10.564603,15.871272,-10.078888,0.983500912,-0.486291998,For
17503,3.756897,-29.651828,9.93,48151.1501,72345.74605,-49472.81852,0.983553445,-0.517522031,For
17504,3.757049,-7.937123,8.1,115.278831,173.218113,-29.009719,0.983593135,-0.138528927,Eri
17505,3.757649,28.668709,7.41,55.10205,82.824618,54.392793,0.983750126,0.500363356,Tau
17506,3.757653,47.660353,7.18,77.079918,115.860211,152.720027,0.98375128,0.831830078,Per
17507,3.758627,42.006921,6.89,57.947551,87.150174,94.256409,0.984006296,0.733159072,Per
17508,3.758698,-15.373179,7.61,135.498644,203.791135,-67.285475,0.984024889,-0.268312588,Eri
17509,3.758856,-37.883053,8.82,42.798173,64.374708,-60.142196,0.984066315,-0.661184013,Eri
17510,3.758885,21.246693,7.75,46.739458,70.304022,32.824675,0.98407382,0.370824742,Tau
17511,3.759201,-25.915476,6.97,61.697512,92.820089,-54.156706,0.984156613,-0.452310388,For
17512,3.759334,45.35404,7.65,50.126732,75.418423,91.683429,0.984191212,0.791577326,Per
17513,3.759456,-42.048621,8.41,302.223317,454.742225,-492.471308,0.984223225,-0.733886881,Eri
17514,3.759605,3.239743,7.71,187.319694,281.875631,19.157312,0.984262401,0.056544189,Tau
17515,3.76,13.247394,10.1,139.913158,210.58626,59.521079,0.98436577,0.231210643,Tau
17516,3.760304,38.676262,6.45,58.69232,88.354235,84.907531,0.984445309,0.67502812,Per
17517,3.760617,-10.289195,9.19,90.425274,136.148658,-29.67055,0.984527113,-0.179580326,Eri
17518,3.760704,-6.323466,9.19,85.917508,129.36798,-17.209592,0.984550049,-0.110365305,Eri
17519,3.760878,32.440038,9.32,77.297274,116.399781,88.8108,0.984595492,0.566185469,Per
17520,3.760956,-17.143465,8.14,55.351272,83.355641,-30.865465,0.984615849,-0.299209903,Eri
17521,3.761234,6.049991,5.34,90.023266,135.590923,17.249793,0.984688759,0.105592264,Tau
17522,3.761296,-47.505132,9.54,50.628403,76.258273,-99.91031,0.984705071,-0.82912096,Hor
17523,3.761951,-30.090394,8.52,142.819694,215.199265,-149.661415,0.984876367,-0.525176446,For
